Fecha,Hora,Departamento,Temperatura_C,Humedad_%,Lluvia_mm,Recomendacion_Siembra
2025-06-11,6,San Miguel,26.8,84.0,10.620000000000001,Buena para Maíz/Frijol
2025-06-11,12,Santa Ana,25.0,89.0,17.1,Buena para Maíz/Frijol
2025-06-11,18,Usulután,18.1,63.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-06-12,0,Santa Ana,27.7,84.0,1.9800000000000002,Buena para Maíz/Frijol
2025-06-12,6,San Salvador,32.2,84.0,12.78,No óptima - Baja humedad o extremo temp
2025-06-12,12,San Salvador,29.9,74.0,1.26,Buena para Maíz/Frijol
2025-06-12,18,San Miguel,30.9,95.0,1.62,No óptima - Baja humedad o extremo temp
2025-06-13,0,San Salvador,21.3,82.0,4.680000000000001,Buena para Maíz/Frijol
2025-06-13,6,La Libertad,20.8,88.0,5.58,Buena para Maíz/Frijol
2025-06-13,12,San Salvador,30.3,67.0,13.32,No óptima - Baja humedad o extremo temp
2025-06-13,18,Sonsonate,24.4,82.0,3.42,Buena para Maíz/Frijol
2025-06-14,0,Santa Ana,29.3,79.0,2.16,Buena para Maíz/Frijol
2025-06-14,6,Chalatenango,31.6,81.0,9.9,No óptima - Baja humedad o extremo temp
2025-06-14,12,Santa Ana,25.0,77.0,2.7,Buena para Maíz/Frijol
2025-06-14,18,La Libertad,29.2,100.0,3.24,No óptima - Baja humedad o extremo temp
2025-06-15,0,Chalatenango,20.3,76.0,9.360000000000001,Buena para Maíz/Frijol
2025-06-15,6,San Salvador,20.9,83.0,7.74,Buena para Maíz/Frijol
2025-06-15,12,Usulután,18.0,74.0,12.96,No óptima - Baja humedad o extremo temp
2025-06-15,18,San Salvador,27.1,69.0,0.18000000000000002,Buena para Maíz/Frijol
2025-06-16,0,San Salvador,28.0,76.0,2.3400000000000003,Buena para Maíz/Frijol
2025-06-16,6,San Salvador,24.9,100.0,3.06,No óptima - Baja humedad o extremo temp
2025-06-16,12,Santa Ana,27.4,57.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-06-16,18,La Libertad,24.7,100.0,9.360000000000001,No óptima - Baja humedad o extremo temp
2025-06-17,0,La Libertad,23.5,74.0,5.9399999999999995,Buena para Maíz/Frijol
2025-06-17,6,San Salvador,26.7,68.0,1.8,Buena para Maíz/Frijol
2025-06-17,12,San Salvador,31.3,100.0,22.32,No óptima - Baja humedad o extremo temp
2025-06-17,18,San Salvador,31.5,87.0,1.62,No óptima - Baja humedad o extremo temp
2025-06-18,0,La Libertad,23.3,83.0,3.42,Buena para Maíz/Frijol
2025-06-18,6,Chalatenango,26.5,89.0,2.52,Buena para Maíz/Frijol
2025-06-18,12,San Salvador,25.7,73.0,5.760000000000001,Buena para Maíz/Frijol
2025-06-18,18,Sonsonate,23.8,96.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-06-19,0,Santa Ana,30.5,67.0,5.4,No óptima - Baja humedad o extremo temp
2025-06-19,6,La Libertad,20.0,81.0,2.7,Buena para Maíz/Frijol
2025-06-19,12,San Salvador,27.1,74.0,6.84,Buena para Maíz/Frijol
2025-06-19,18,Santa Ana,30.9,61.0,4.680000000000001,No óptima - Baja humedad o extremo temp
2025-06-20,0,Chalatenango,28.7,92.0,2.7,No óptima - Baja humedad o extremo temp
2025-06-20,6,La Libertad,26.8,62.0,2.3400000000000003,Buena para Maíz/Frijol
2025-06-20,12,Sonsonate,28.4,80.0,6.66,Buena para Maíz/Frijol
2025-06-20,18,San Salvador,28.1,78.0,7.38,Buena para Maíz/Frijol
2025-06-21,0,San Salvador,31.7,78.0,1.26,No óptima - Baja humedad o extremo temp
2025-06-21,6,Chalatenango,24.6,100.0,0.0,No óptima - Baja humedad o extremo temp
2025-06-21,12,San Salvador,28.3,88.0,15.659999999999998,Buena para Maíz/Frijol
2025-06-21,18,Usulután,26.8,86.0,0.9,Buena para Maíz/Frijol
2025-06-22,0,San Salvador,25.3,85.0,13.5,Buena para Maíz/Frijol
2025-06-22,6,Santa Ana,21.6,60.0,1.62,Buena para Maíz/Frijol
2025-06-22,12,San Salvador,27.1,67.0,6.66,Buena para Maíz/Frijol
2025-06-22,18,San Salvador,20.7,72.0,0.18000000000000002,Buena para Maíz/Frijol
2025-06-23,0,San Miguel,27.8,59.0,2.3400000000000003,No óptima - Baja humedad o extremo temp
2025-06-23,6,La Libertad,24.6,77.0,1.8,Buena para Maíz/Frijol
2025-06-23,12,San Miguel,29.7,79.0,12.6,Buena para Maíz/Frijol
2025-06-23,18,Chalatenango,23.3,75.0,13.68,Buena para Maíz/Frijol
2025-06-24,0,San Miguel,30.9,63.0,4.680000000000001,No óptima - Baja humedad o extremo temp
2025-06-24,6,San Miguel,24.0,76.0,18.540000000000003,Buena para Maíz/Frijol
2025-06-24,12,San Salvador,30.2,81.0,6.12,No óptima - Baja humedad o extremo temp
2025-06-24,18,Sonsonate,31.0,80.0,2.3400000000000003,No óptima - Baja humedad o extremo temp
2025-06-25,0,San Salvador,27.7,74.0,0.54,Buena para Maíz/Frijol
2025-06-25,6,San Miguel,32.3,87.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-06-25,12,San Salvador,18.5,66.0,4.5,No óptima - Baja humedad o extremo temp
2025-06-25,18,Sonsonate,30.5,68.0,4.14,No óptima - Baja humedad o extremo temp
2025-06-26,0,Santa Ana,34.1,66.0,2.7,No óptima - Baja humedad o extremo temp
2025-06-26,6,San Salvador,23.6,71.0,4.680000000000001,Buena para Maíz/Frijol
2025-06-26,12,San Salvador,27.9,82.0,5.9399999999999995,Buena para Maíz/Frijol
2025-06-26,18,Santa Ana,21.8,63.0,3.6,Buena para Maíz/Frijol
2025-06-27,0,San Salvador,24.6,94.0,1.26,No óptima - Baja humedad o extremo temp
2025-06-27,6,Santa Ana,25.3,77.0,2.3400000000000003,Buena para Maíz/Frijol
2025-06-27,12,San Salvador,24.8,75.0,1.26,Buena para Maíz/Frijol
2025-06-27,18,San Salvador,23.2,90.0,2.16,Buena para Maíz/Frijol
2025-06-28,0,Chalatenango,29.6,85.0,13.14,Buena para Maíz/Frijol
2025-06-28,6,Santa Ana,25.1,94.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-06-28,12,Santa Ana,23.6,81.0,0.0,Buena para Maíz/Frijol
2025-06-28,18,San Miguel,27.2,62.0,3.24,Buena para Maíz/Frijol
2025-06-29,0,La Libertad,25.4,70.0,10.8,Buena para Maíz/Frijol
2025-06-29,6,La Libertad,31.0,85.0,3.24,No óptima - Baja humedad o extremo temp
2025-06-29,12,San Salvador,25.9,90.0,3.42,Buena para Maíz/Frijol
2025-06-29,18,San Salvador,21.2,68.0,2.16,Buena para Maíz/Frijol
2025-06-30,0,San Salvador,32.6,88.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-06-30,6,San Miguel,24.7,78.0,0.36000000000000004,Buena para Maíz/Frijol
2025-06-30,12,Sonsonate,23.8,69.0,0.54,Buena para Maíz/Frijol
2025-06-30,18,San Salvador,30.9,86.0,2.52,No óptima - Baja humedad o extremo temp
2025-07-01,0,Usulután,23.1,86.0,1.4400000000000002,Buena para Maíz/Frijol
2025-07-01,6,San Salvador,31.1,70.0,1.8,No óptima - Baja humedad o extremo temp
2025-07-01,12,La Libertad,26.3,80.0,13.5,Buena para Maíz/Frijol
2025-07-01,18,Sonsonate,26.4,78.0,1.4400000000000002,Buena para Maíz/Frijol
2025-07-02,0,Sonsonate,19.8,79.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-07-02,6,San Salvador,22.2,85.0,6.12,Buena para Maíz/Frijol
2025-07-02,12,San Salvador,23.4,100.0,4.86,No óptima - Baja humedad o extremo temp
2025-07-02,18,San Salvador,28.8,74.0,1.08,Buena para Maíz/Frijol
2025-07-03,0,San Salvador,24.4,86.0,0.36000000000000004,Buena para Maíz/Frijol
2025-07-03,6,San Miguel,25.1,74.0,3.42,Buena para Maíz/Frijol
2025-07-03,12,Santa Ana,24.8,80.0,0.7200000000000001,Buena para Maíz/Frijol
2025-07-03,18,La Libertad,29.5,90.0,1.9800000000000002,Buena para Maíz/Frijol
2025-07-04,0,La Libertad,29.1,100.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-07-04,6,Chalatenango,29.1,54.0,12.96,No óptima - Baja humedad o extremo temp
2025-07-04,12,La Libertad,20.7,86.0,0.36000000000000004,Buena para Maíz/Frijol
2025-07-04,18,La Libertad,27.1,76.0,9.9,Buena para Maíz/Frijol
2025-07-05,0,La Libertad,32.4,79.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-07-05,6,Chalatenango,32.0,61.0,8.82,No óptima - Baja humedad o extremo temp
2025-07-05,12,Santa Ana,21.9,83.0,22.86,No óptima - Baja humedad o extremo temp
2025-07-05,18,Usulután,32.5,72.0,9.72,No óptima - Baja humedad o extremo temp
2025-07-06,0,San Salvador,26.9,88.0,4.32,Buena para Maíz/Frijol
2025-07-06,6,Usulután,34.8,73.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
2025-07-06,12,San Miguel,30.0,62.0,16.740000000000002,Buena para Maíz/Frijol
2025-07-06,18,Chalatenango,30.8,75.0,4.14,No óptima - Baja humedad o extremo temp
2025-07-07,0,La Libertad,35.4,93.0,0.0,No óptima - Baja humedad o extremo temp
2025-07-07,6,San Salvador,32.5,92.0,5.4,No óptima - Baja humedad o extremo temp
2025-07-07,12,San Salvador,23.8,85.0,0.36000000000000004,Buena para Maíz/Frijol
2025-07-07,18,San Salvador,25.3,92.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-07-08,0,Sonsonate,30.8,79.0,2.7,No óptima - Baja humedad o extremo temp
2025-07-08,6,Chalatenango,31.7,58.0,10.98,No óptima - Baja humedad o extremo temp
2025-07-08,12,La Libertad,23.5,70.0,10.8,Buena para Maíz/Frijol
2025-07-08,18,Usulután,24.1,81.0,8.46,Buena para Maíz/Frijol
2025-07-09,0,San Salvador,23.3,87.0,3.9600000000000004,Buena para Maíz/Frijol
2025-07-09,6,San Salvador,21.5,100.0,9.0,No óptima - Baja humedad o extremo temp
2025-07-09,12,Santa Ana,30.5,76.0,8.46,No óptima - Baja humedad o extremo temp
2025-07-09,18,San Salvador,30.2,77.0,1.26,No óptima - Baja humedad o extremo temp
2025-07-10,0,La Libertad,31.8,86.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-07-10,6,Santa Ana,27.6,77.0,15.659999999999998,Buena para Maíz/Frijol
2025-07-10,12,San Salvador,31.4,73.0,8.1,No óptima - Baja humedad o extremo temp
2025-07-10,18,Santa Ana,30.0,90.0,3.42,Buena para Maíz/Frijol
2025-07-11,0,La Libertad,24.0,72.0,6.66,Buena para Maíz/Frijol
2025-07-11,6,San Miguel,24.8,79.0,0.54,Buena para Maíz/Frijol
2025-07-11,12,San Salvador,32.5,81.0,15.3,No óptima - Baja humedad o extremo temp
2025-07-11,18,Chalatenango,23.2,78.0,15.3,Buena para Maíz/Frijol
2025-07-12,0,Usulután,23.7,69.0,2.16,Buena para Maíz/Frijol
2025-07-12,6,San Salvador,23.6,69.0,10.8,Buena para Maíz/Frijol
2025-07-12,12,La Libertad,22.6,80.0,4.14,Buena para Maíz/Frijol
2025-07-12,18,San Salvador,27.3,68.0,2.7,Buena para Maíz/Frijol
2025-07-13,0,Chalatenango,30.9,73.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-07-13,6,La Libertad,31.0,81.0,2.7,No óptima - Baja humedad o extremo temp
2025-07-13,12,La Libertad,26.2,97.0,2.52,No óptima - Baja humedad o extremo temp
2025-07-13,18,San Salvador,28.0,73.0,6.12,Buena para Maíz/Frijol
2025-07-14,0,La Libertad,27.2,87.0,9.360000000000001,Buena para Maíz/Frijol
2025-07-14,6,San Salvador,22.4,87.0,4.14,Buena para Maíz/Frijol
2025-07-14,12,Sonsonate,22.4,86.0,3.06,Buena para Maíz/Frijol
2025-07-14,18,San Salvador,25.6,66.0,25.740000000000002,No óptima - Baja humedad o extremo temp
2025-07-15,0,La Libertad,28.3,93.0,25.56,No óptima - Baja humedad o extremo temp
2025-07-15,6,Santa Ana,30.4,76.0,12.24,No óptima - Baja humedad o extremo temp
2025-07-15,12,San Miguel,31.2,84.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-07-15,18,Santa Ana,26.5,84.0,1.62,Buena para Maíz/Frijol
2025-07-16,0,Usulután,28.0,78.0,4.86,Buena para Maíz/Frijol
2025-07-16,6,Usulután,31.2,58.0,9.72,No óptima - Baja humedad o extremo temp
2025-07-16,12,San Salvador,20.2,71.0,2.3400000000000003,Buena para Maíz/Frijol
2025-07-16,18,Usulután,25.0,87.0,0.7200000000000001,Buena para Maíz/Frijol
2025-07-17,0,La Libertad,26.6,89.0,0.36000000000000004,Buena para Maíz/Frijol
2025-07-17,6,Santa Ana,23.4,78.0,6.66,Buena para Maíz/Frijol
2025-07-17,12,San Salvador,27.5,76.0,31.86,Alta lluvia - Riesgo erosión/inundación
2025-07-17,18,Usulután,27.3,84.0,2.3400000000000003,Buena para Maíz/Frijol
2025-07-18,0,Sonsonate,22.1,89.0,5.22,Buena para Maíz/Frijol
2025-07-18,6,San Salvador,31.2,72.0,6.3,No óptima - Baja humedad o extremo temp
2025-07-18,12,San Miguel,25.4,87.0,4.680000000000001,Buena para Maíz/Frijol
2025-07-18,18,La Libertad,19.7,82.0,0.9,No óptima - Baja humedad o extremo temp
2025-07-19,0,Sonsonate,25.0,83.0,1.4400000000000002,Buena para Maíz/Frijol
2025-07-19,6,Santa Ana,27.1,68.0,0.54,Buena para Maíz/Frijol
2025-07-19,12,Usulután,28.7,70.0,4.32,Buena para Maíz/Frijol
2025-07-19,18,Sonsonate,22.7,58.0,6.3,No óptima - Baja humedad o extremo temp
2025-07-20,0,San Salvador,28.3,67.0,4.680000000000001,Buena para Maíz/Frijol
2025-07-20,6,San Miguel,32.0,91.0,20.52,No óptima - Baja humedad o extremo temp
2025-07-20,12,Santa Ana,22.4,98.0,2.16,No óptima - Baja humedad o extremo temp
2025-07-20,18,San Salvador,21.4,96.0,0.9,No óptima - Baja humedad o extremo temp
2025-07-21,0,San Salvador,23.7,86.0,5.04,Buena para Maíz/Frijol
2025-07-21,6,San Salvador,28.7,78.0,6.3,Buena para Maíz/Frijol
2025-07-21,12,La Libertad,30.1,82.0,8.64,No óptima - Baja humedad o extremo temp
2025-07-21,18,Chalatenango,29.7,73.0,1.4400000000000002,Buena para Maíz/Frijol
2025-07-22,0,San Miguel,28.9,89.0,10.98,Buena para Maíz/Frijol
2025-07-22,6,Usulután,34.0,86.0,0.54,No óptima - Baja humedad o extremo temp
2025-07-22,12,Sonsonate,32.3,84.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-07-22,18,Sonsonate,27.6,88.0,3.06,Buena para Maíz/Frijol
2025-07-23,0,San Salvador,18.4,56.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-07-23,6,San Salvador,27.5,89.0,2.3400000000000003,Buena para Maíz/Frijol
2025-07-23,12,Usulután,27.2,94.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
2025-07-23,18,Usulután,36.0,78.0,13.32,No óptima - Baja humedad o extremo temp
2025-07-24,0,La Libertad,20.7,70.0,9.0,Buena para Maíz/Frijol
2025-07-24,6,San Salvador,29.6,75.0,13.860000000000001,Buena para Maíz/Frijol
2025-07-24,12,San Salvador,23.3,89.0,7.2,Buena para Maíz/Frijol
2025-07-24,18,Chalatenango,29.2,78.0,0.7200000000000001,Buena para Maíz/Frijol
2025-07-25,0,Sonsonate,18.0,77.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
2025-07-25,6,Chalatenango,31.3,78.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-07-25,12,Santa Ana,22.9,60.0,9.0,Buena para Maíz/Frijol
2025-07-25,18,Sonsonate,28.8,75.0,9.72,Buena para Maíz/Frijol
2025-07-26,0,Santa Ana,28.0,98.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-07-26,6,La Libertad,19.4,86.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-07-26,12,Sonsonate,20.2,87.0,3.06,Buena para Maíz/Frijol
2025-07-26,18,La Libertad,24.7,80.0,9.0,Buena para Maíz/Frijol
2025-07-27,0,San Salvador,21.1,79.0,10.8,Buena para Maíz/Frijol
2025-07-27,6,Usulután,18.0,70.0,14.04,No óptima - Baja humedad o extremo temp
2025-07-27,12,San Salvador,29.8,77.0,3.24,Buena para Maíz/Frijol
2025-07-27,18,Chalatenango,32.1,75.0,0.9,No óptima - Baja humedad o extremo temp
2025-07-28,0,San Salvador,25.5,73.0,0.36000000000000004,Buena para Maíz/Frijol
2025-07-28,6,Santa Ana,23.8,92.0,3.06,No óptima - Baja humedad o extremo temp
2025-07-28,12,San Miguel,31.5,83.0,6.48,No óptima - Baja humedad o extremo temp
2025-07-28,18,La Libertad,27.4,89.0,2.52,Buena para Maíz/Frijol
2025-07-29,0,San Miguel,21.8,87.0,1.62,Buena para Maíz/Frijol
2025-07-29,6,Santa Ana,26.9,66.0,3.6,Buena para Maíz/Frijol
2025-07-29,12,San Salvador,24.1,95.0,10.44,No óptima - Baja humedad o extremo temp
2025-07-29,18,Santa Ana,26.2,98.0,1.08,No óptima - Baja humedad o extremo temp
2025-07-30,0,Sonsonate,28.5,63.0,10.44,Buena para Maíz/Frijol
2025-07-30,6,San Salvador,34.8,76.0,8.46,No óptima - Baja humedad o extremo temp
2025-07-30,12,Santa Ana,29.7,83.0,2.16,Buena para Maíz/Frijol
2025-07-30,18,Santa Ana,25.1,75.0,3.24,Buena para Maíz/Frijol
2025-07-31,0,La Libertad,29.7,87.0,0.54,Buena para Maíz/Frijol
2025-07-31,6,San Salvador,21.3,75.0,0.18000000000000002,Buena para Maíz/Frijol
2025-07-31,12,San Salvador,25.1,90.0,5.760000000000001,Buena para Maíz/Frijol
2025-07-31,18,Sonsonate,28.7,69.0,3.42,Buena para Maíz/Frijol
2025-08-01,0,San Salvador,23.7,83.0,3.9600000000000004,Buena para Maíz/Frijol
2025-08-01,6,Santa Ana,27.0,65.0,3.42,Buena para Maíz/Frijol
2025-08-01,12,Santa Ana,23.7,91.0,5.9399999999999995,No óptima - Baja humedad o extremo temp
2025-08-01,18,San Salvador,22.4,65.0,34.2,Alta lluvia - Riesgo erosión/inundación
2025-08-02,0,La Libertad,24.7,79.0,0.36000000000000004,Buena para Maíz/Frijol
2025-08-02,6,La Libertad,26.1,84.0,13.860000000000001,Buena para Maíz/Frijol
2025-08-02,12,La Libertad,21.7,66.0,6.84,Buena para Maíz/Frijol
2025-08-02,18,Sonsonate,31.1,70.0,8.28,No óptima - Baja humedad o extremo temp
2025-08-03,0,La Libertad,22.5,85.0,1.26,Buena para Maíz/Frijol
2025-08-03,6,Santa Ana,28.7,83.0,2.16,Buena para Maíz/Frijol
2025-08-03,12,Santa Ana,36.0,65.0,12.24,No óptima - Baja humedad o extremo temp
2025-08-03,18,Sonsonate,28.0,76.0,5.4,Buena para Maíz/Frijol
2025-08-04,0,Sonsonate,27.8,97.0,3.24,No óptima - Baja humedad o extremo temp
2025-08-04,6,San Salvador,25.8,67.0,1.8,Buena para Maíz/Frijol
2025-08-04,12,La Libertad,27.1,67.0,5.9399999999999995,Buena para Maíz/Frijol
2025-08-04,18,Santa Ana,22.3,83.0,3.24,Buena para Maíz/Frijol
2025-08-05,0,San Salvador,28.7,65.0,0.9,Buena para Maíz/Frijol
2025-08-05,6,Santa Ana,29.7,100.0,6.12,No óptima - Baja humedad o extremo temp
2025-08-05,12,La Libertad,26.3,92.0,14.4,No óptima - Baja humedad o extremo temp
2025-08-05,18,Chalatenango,27.7,93.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-08-06,0,San Salvador,26.5,88.0,3.06,Buena para Maíz/Frijol
2025-08-06,6,La Libertad,27.0,78.0,3.7800000000000002,Buena para Maíz/Frijol
2025-08-06,12,La Libertad,36.0,100.0,9.72,No óptima - Baja humedad o extremo temp
2025-08-06,18,Sonsonate,22.9,79.0,6.3,Buena para Maíz/Frijol
2025-08-07,0,Chalatenango,28.4,86.0,8.46,Buena para Maíz/Frijol
2025-08-07,6,Santa Ana,25.4,82.0,5.04,Buena para Maíz/Frijol
2025-08-07,12,Usulután,28.3,82.0,0.36000000000000004,Buena para Maíz/Frijol
2025-08-07,18,La Libertad,25.7,83.0,0.9,Buena para Maíz/Frijol
2025-08-08,0,La Libertad,23.4,62.0,2.52,Buena para Maíz/Frijol
2025-08-08,6,Santa Ana,30.4,72.0,26.82,No óptima - Baja humedad o extremo temp
2025-08-08,12,Usulután,26.7,78.0,31.5,Alta lluvia - Riesgo erosión/inundación
2025-08-08,18,San Salvador,20.3,58.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-08-09,0,San Miguel,34.1,85.0,4.32,No óptima - Baja humedad o extremo temp
2025-08-09,6,San Salvador,35.3,87.0,7.920000000000001,No óptima - Baja humedad o extremo temp
2025-08-09,12,Usulután,24.8,92.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-08-09,18,Usulután,32.4,79.0,0.9,No óptima - Baja humedad o extremo temp
2025-08-10,0,Chalatenango,27.5,77.0,4.680000000000001,Buena para Maíz/Frijol
2025-08-10,6,San Miguel,24.6,67.0,0.18000000000000002,Buena para Maíz/Frijol
2025-08-10,12,San Salvador,30.5,88.0,10.44,No óptima - Baja humedad o extremo temp
2025-08-10,18,San Salvador,34.0,80.0,17.46,No óptima - Baja humedad o extremo temp
2025-08-11,0,Chalatenango,27.3,79.0,3.42,Buena para Maíz/Frijol
2025-08-11,6,La Libertad,30.4,94.0,3.06,No óptima - Baja humedad o extremo temp
2025-08-11,12,La Libertad,26.4,71.0,11.700000000000001,Buena para Maíz/Frijol
2025-08-11,18,San Salvador,22.3,89.0,0.0,Buena para Maíz/Frijol
2025-08-12,0,Chalatenango,27.2,83.0,6.12,Buena para Maíz/Frijol
2025-08-12,6,Chalatenango,24.4,93.0,4.14,No óptima - Baja humedad o extremo temp
2025-08-12,12,San Miguel,36.0,78.0,8.82,No óptima - Baja humedad o extremo temp
2025-08-12,18,Santa Ana,23.9,81.0,1.4400000000000002,Buena para Maíz/Frijol
2025-08-13,0,Santa Ana,30.4,97.0,3.42,No óptima - Baja humedad o extremo temp
2025-08-13,6,Santa Ana,26.2,68.0,12.420000000000002,Buena para Maíz/Frijol
2025-08-13,12,Sonsonate,30.1,83.0,13.14,No óptima - Baja humedad o extremo temp
2025-08-13,18,San Miguel,24.5,89.0,4.32,Buena para Maíz/Frijol
2025-08-14,0,Sonsonate,26.5,72.0,2.8800000000000003,Buena para Maíz/Frijol
2025-08-14,6,La Libertad,23.5,95.0,3.7800000000000002,No óptima - Baja humedad o extremo temp
2025-08-14,12,La Libertad,29.4,87.0,0.9,Buena para Maíz/Frijol
2025-08-14,18,La Libertad,18.4,75.0,6.66,No óptima - Baja humedad o extremo temp
2025-08-15,0,San Salvador,27.0,78.0,6.48,Buena para Maíz/Frijol
2025-08-15,6,Santa Ana,31.0,93.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-08-15,12,Sonsonate,32.8,77.0,3.7800000000000002,No óptima - Baja humedad o extremo temp
2025-08-15,18,Usulután,27.8,76.0,3.9600000000000004,Buena para Maíz/Frijol
2025-08-16,0,San Salvador,19.6,73.0,8.82,No óptima - Baja humedad o extremo temp
2025-08-16,6,San Salvador,24.3,80.0,6.84,Buena para Maíz/Frijol
2025-08-16,12,Santa Ana,29.1,78.0,2.52,Buena para Maíz/Frijol
2025-08-16,18,Usulután,29.3,70.0,1.08,Buena para Maíz/Frijol
2025-08-17,0,Usulután,30.1,81.0,3.7800000000000002,No óptima - Baja humedad o extremo temp
2025-08-17,6,San Salvador,22.0,67.0,9.18,Buena para Maíz/Frijol
2025-08-17,12,Santa Ana,28.0,67.0,14.4,Buena para Maíz/Frijol
2025-08-17,18,Chalatenango,29.2,64.0,5.4,Buena para Maíz/Frijol
2025-08-18,0,San Miguel,27.0,85.0,3.42,Buena para Maíz/Frijol
2025-08-18,6,Santa Ana,27.8,73.0,7.2,Buena para Maíz/Frijol
2025-08-18,12,Usulután,27.2,77.0,0.54,Buena para Maíz/Frijol
2025-08-18,18,Santa Ana,24.5,74.0,4.5,Buena para Maíz/Frijol
2025-08-19,0,San Salvador,25.4,94.0,3.06,No óptima - Baja humedad o extremo temp
2025-08-19,6,San Miguel,29.0,60.0,4.32,Buena para Maíz/Frijol
2025-08-19,12,San Salvador,23.4,84.0,1.08,Buena para Maíz/Frijol
2025-08-19,18,Chalatenango,28.4,72.0,0.0,Buena para Maíz/Frijol
2025-08-20,0,San Salvador,21.3,66.0,0.9,Buena para Maíz/Frijol
2025-08-20,6,Chalatenango,27.0,84.0,5.04,Buena para Maíz/Frijol
2025-08-20,12,La Libertad,30.5,62.0,3.6,No óptima - Baja humedad o extremo temp
2025-08-20,18,San Salvador,23.6,61.0,0.18000000000000002,Buena para Maíz/Frijol
2025-08-21,0,La Libertad,25.9,87.0,4.14,Buena para Maíz/Frijol
2025-08-21,6,San Salvador,27.6,85.0,5.22,Buena para Maíz/Frijol
2025-08-21,12,Sonsonate,27.9,60.0,6.66,Buena para Maíz/Frijol
2025-08-21,18,La Libertad,27.0,90.0,1.62,Buena para Maíz/Frijol
2025-08-22,0,San Miguel,31.6,92.0,8.46,No óptima - Baja humedad o extremo temp
2025-08-22,6,San Miguel,26.1,82.0,1.26,Buena para Maíz/Frijol
2025-08-22,12,Chalatenango,30.6,90.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-08-22,18,San Salvador,32.0,75.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-08-23,0,San Salvador,29.7,93.0,8.64,No óptima - Baja humedad o extremo temp
2025-08-23,6,San Salvador,24.8,81.0,5.760000000000001,Buena para Maíz/Frijol
2025-08-23,12,La Libertad,21.2,93.0,8.1,No óptima - Baja humedad o extremo temp
2025-08-23,18,Santa Ana,25.6,63.0,2.3400000000000003,Buena para Maíz/Frijol
2025-08-24,0,Chalatenango,23.4,100.0,4.680000000000001,No óptima - Baja humedad o extremo temp
2025-08-24,6,Usulután,30.7,82.0,2.3400000000000003,No óptima - Baja humedad o extremo temp
2025-08-24,12,Usulután,28.4,81.0,2.7,Buena para Maíz/Frijol
2025-08-24,18,San Salvador,28.0,86.0,0.18000000000000002,Buena para Maíz/Frijol
2025-08-25,0,Usulután,25.3,72.0,1.4400000000000002,Buena para Maíz/Frijol
2025-08-25,6,Santa Ana,28.5,89.0,8.1,Buena para Maíz/Frijol
2025-08-25,12,Sonsonate,29.8,85.0,6.66,Buena para Maíz/Frijol
2025-08-25,18,Santa Ana,26.2,90.0,1.4400000000000002,Buena para Maíz/Frijol
2025-08-26,0,La Libertad,24.6,64.0,9.9,Buena para Maíz/Frijol
2025-08-26,6,Usulután,22.6,71.0,0.0,Buena para Maíz/Frijol
2025-08-26,12,La Libertad,31.0,74.0,1.26,No óptima - Baja humedad o extremo temp
2025-08-26,18,San Salvador,23.0,79.0,0.54,Buena para Maíz/Frijol
2025-08-27,0,San Salvador,23.2,79.0,5.4,Buena para Maíz/Frijol
2025-08-27,6,San Salvador,35.1,83.0,4.86,No óptima - Baja humedad o extremo temp
2025-08-27,12,La Libertad,29.2,93.0,3.9600000000000004,No óptima - Baja humedad o extremo temp
2025-08-27,18,San Salvador,30.2,100.0,13.14,No óptima - Baja humedad o extremo temp
2025-08-28,0,San Miguel,28.4,80.0,1.9800000000000002,Buena para Maíz/Frijol
2025-08-28,6,Santa Ana,23.4,84.0,2.3400000000000003,Buena para Maíz/Frijol
